issn,journal_title,oa_model,apc,year
1933-690X,Prion,Hybrid,2950,2018
1557-783X,Problems of Post-Communism,Hybrid,2950,2018
1366-5871,Production Planning & Control,Hybrid,2950,2018
1941-5265,Professional Development in Education,Hybrid,2950,2018
1743-291X,Progress in Palliative Care,Hybrid,2950,2018
1470-1030,Prometheus,Hybrid,2950,2018
1743-9426,Prose Studies,Hybrid,2950,2018
1943-281X,Psychiatry,Hybrid,2950,2018
1934-1687,"Psychiatry, Psychology and Law",Hybrid,2950,2018
2472-0046,"Psychoanalysis, Self and Context",Hybrid,2950,2018
1940-9222,Psychoanalytic Dialogues,Hybrid,2950,2018
1940-9133,Psychoanalytic Inquiry,Hybrid,2950,2018
2163-6958,Psychoanalytic Perspectives,Hybrid,2950,2018
1474-9734,Psychoanalytic Psychotherapy,Hybrid,2950,2018
1522-9033,Psychoanalytic Social Work,Hybrid,2950,2018
1475-3626,Psychodynamic Practice,Hybrid,2950,2018
1532-7965,Psychological Inquiry,Hybrid,2950,2018
1556-3030,Psychological Perspectives,Hybrid,2950,2018
1476-8321,Psychology & Health,Hybrid,2950,2018
1941-9902,Psychology & Sexuality,Hybrid,2950,2018
1477-2744,"Psychology, Crime & Law",Hybrid,2950,2018
1465-3966,"Psychology, Health & Medicine",Hybrid,2950,2018
1752-2447,Psychosis,Hybrid,2950,2018
1468-4381,Psychotherapy Research,Hybrid,2950,2018
1989-9386,Psyecology,Hybrid,2950,2018
1753-5530,Public Archaeology,Hybrid,2950,2018
2150-2560,Public Art Dialogue,Hybrid,2950,2018
1558-0989,Public Integrity,Hybrid,2950,2018
1541-1540,Public Library Quarterly,Hybrid,2950,2018
1471-9045,Public Management Review,Hybrid,2950,2018
1467-9302,Public Money & Management,Hybrid,2950,2018
1557-9271,Public Performance & Management Review,Hybrid,2950,2018
1522-9114,Public Services Quarterly,Hybrid,2950,2018
1749-6284,Publications of the English Goethe Society,Hybrid,2950,2018
1727-933X,Quaestiones Mathematicae,Hybrid,2950,2018
1478-0895,Qualitative Research in Psychology,Hybrid,2950,2018
2159-6778,"Qualitative Research in Sport, Exercise and Health",Hybrid,2950,2018
1745-9443,Qualitative Research Reports in Communication,Hybrid,2950,2018
1532-4222,Quality Engineering,Hybrid,2950,2018
1470-1081,Quality in Higher Education,Hybrid,2950,2018
2575-6222,Quality Management Journal,Hybrid,2950,2018
1684-3703,Quality Technology & Quantitative Management,Hybrid,2950,2018
1469-7696,Quantitative Finance,Hybrid,2950,2018
2116-7176,Quantitative InfraRed Thermography Journal,Hybrid,2950,2018
1479-5779,Quarterly Journal of Speech,Hybrid,2950,2018
1543-5326,Quarterly Review of Film and Video,Hybrid,2950,2018
1543-2750,Quest,Hybrid,2950,2018
1470-109X,Race Ethnicity and Education,Hybrid,2950,2018
1029-4953,Radiation Effects and Defects in Solids,Hybrid,2950,2018
1521-0693,Reading & Writing Quarterly,Hybrid,2950,2018
1521-0685,Reading Psychology,Hybrid,2950,2018
1470-1103,Reflective Practice,Hybrid,2950,2018
1752-0738,Reformation,Hybrid,2950,2018
1743-1727,Reformation & Renaissance Review,Hybrid,2950,2018
1743-9434,Regional & Federal Studies,Hybrid,2950,2018
1360-0591,Regional Studies,Hybrid,2950,2018
1096-1151,Religion,Hybrid,2950,2018
1949-8381,Religion & Education,Hybrid,2950,2018
2153-5981,"Religion, Brain & Behavior",Hybrid,2950,2018
1465-3974,"Religion, State & Society",Hybrid,2950,2018
1547-3201,Religious Education,Hybrid,2950,2018
2150-7058,Remote Sensing Letters,Hybrid,2950,2018
1749-4001,Representation,Hybrid,2950,2018
2376-0826,Research and Policy on Turkey,Hybrid,2950,2018
2329-7026,Research and Practice in Intellectual and Developmental Disabilities,Hybrid,2950,2018
1470-1111,Research in Dance Education,Hybrid,2950,2018
1470-112X,Research in Drama Education: The Journal of Applied Theatre and Performance,Hybrid,2950,2018
1542-7617,Research in Human Development,Hybrid,2950,2018
1754-0178,Research in Mathematics Education,Hybrid,2950,2018
1432-2110,Research in Nondestructive Evaluation,Hybrid,2950,2018
1747-5112,Research in Post-Compulsory Education,Hybrid,2950,2018
1470-1138,Research in Science & Technological Education,Hybrid,2950,2018
1543-8635,Research in Sports Medicine,Hybrid,2950,2018
1532-7973,Research on Language and Social Interaction,Hybrid,2950,2018
1470-1146,Research Papers in Education,Hybrid,2950,2018
2168-3824,Research Quarterly for Exercise and Sport,Hybrid,2950,2018
1930-0166,Research-Technology Management,Hybrid,2950,2018
1541-0358,Residential Treatment for Children & Youth,Hybrid,2950,2018
2169-3307,Resilience,Hybrid,2950,2018
2050-473X,Restorative Justice,Hybrid,2950,2018
1470-1154,Rethinking History,Hybrid,2950,2018
1475-8059,Rethinking Marxism,Hybrid,2950,2018
1535-8593,Review of Communication,Hybrid,2950,2018
1556-3022,"Review of Education, Pedagogy, and Cultural Studies",Hybrid,2950,2018
1466-4526,Review of International Political Economy,Hybrid,2950,2018
1465-3982,Review of Political Economy,Hybrid,2950,2018
1470-1162,Review of Social Economy,Hybrid,2950,2018
1743-0666,Review: Literature and Arts of the Americas,Hybrid,2950,2018
1556-3014,Reviews in Anthropology,Hybrid,2950,2018
2330-8257,Reviews in Fisheries Science & Aquaculture,Hybrid,2950,2018
1579-3680,Revista de Psicologia Social,Hybrid,2950,2018
1743-7873,Revolutionary Russia,Hybrid,2950,2018
1532-7981,Rhetoric Review,Hybrid,2950,2018
1930-322X,Rhetoric Society Quarterly,Hybrid,2950,2018
2159-8355,Ringing & Migration,Hybrid,2950,2018
1555-8584,RNA Biology,Hybrid,2950,2018
2164-7402,Road Materials and Pavement Design,Hybrid,2950,2018
1940-1167,Rock Music Studies,Hybrid,2950,2018
1940-865X,Roeper Review,Hybrid,2950,2018
1940-3216,Romance Quarterly,Hybrid,2950,2018
1745-8153,Romance Studies,Hybrid,2950,2018
2167-4027,Royal Musical Association Research Chronicle,Hybrid,2950,2018
2204-0536,Rural Society,Hybrid,2950,2018
2042-1273,Rural Theology,Hybrid,2950,2018
1940-9427,Russian Journal of Communication,Hybrid,2950,2018
2469-4126,Safety and Reliability,Hybrid,2950,2018
1543-1304,Safundi,Hybrid,2950,2018
1029-046X,SAR and QSAR in Environmental Research,Hybrid,2950,2018
1651-2030,Scandinavian Actuarial Journal,Hybrid,2950,2018
1651-2006,Scandinavian Cardiovascular Journal,Hybrid,2950,2018
1750-2837,Scandinavian Economic History Review,Hybrid,2950,2018
1502-7686,Scandinavian Journal of Clinical and Laboratory Investigation,Hybrid,2950,2018
1745-3011,Scandinavian Journal of Disability Research,Hybrid,2950,2018
1470-1170,Scandinavian Journal of Educational Research,Hybrid,2950,2018
1651-1891,Scandinavian Journal of Forest Research,Hybrid,2950,2018
1502-7708,Scandinavian Journal of Gastroenterology,Hybrid,2950,2018
1502-7716,Scandinavian Journal of History,Hybrid,2950,2018
1502-2269,Scandinavian Journal of Hospitality and Tourism,Hybrid,2950,2018
1651-2014,Scandinavian Journal of Occupational Therapy,Hybrid,2950,2018
1502-7732,Scandinavian Journal of Rheumatology,Hybrid,2950,2018
1502-7244,Scandinavian Journal of the Old Testament,Hybrid,2950,2018
2168-1813,Scandinavian Journal of Urology,Hybrid,2950,2018
1600-082X,Scando-Slavica,Hybrid,2950,2018
2162-4097,SCHOLE: A Journal of Leisure Studies and Recreation Education,Hybrid,2950,2018
1744-5124,School Effectiveness and School Improvement,Hybrid,2950,2018
1364-2626,School Leadership & Management,Hybrid,2950,2018
1541-1109,Science & Technology Libraries,Hybrid,2950,2018
1940-1302,Science Activities: Classroom Projects and Curriculum Ideas,Hybrid,2950,2018
2473-4446,Science and Medicine in Football,Hybrid,2950,2018
2374-474X,Science and Technology for the Built Environment,Hybrid,2950,2018
1743-2936,Science and Technology of Welding and Joining,Hybrid,2950,2018
1470-1189,Science as Culture,Hybrid,2950,2018
1532-799X,Scientific Studies of Reading,Hybrid,2950,2018
1751-665X,Scottish Geographical Journal,Hybrid,2950,2018
1753-5409,Scrutiny2,Hybrid,2950,2018
1556-1852,Security Studies,Hybrid,2950,2018
2374-5355,Self & Society,Hybrid,2950,2018
1529-8876,Self and Identity,Hybrid,2950,2018
1744-5205,Seminars in Ophthalmology,Hybrid,2950,2018
1542-2127,Separation & Purification Reviews,Hybrid,2950,2018
1520-5754,Separation Science and Technology,Hybrid,2950,2018
1532-4176,Sequential Analysis,Hybrid,2950,2018
1879-095X,Serials Review,Hybrid,2950,2018
1533-2977,Services Marketing Quarterly,Hybrid,2950,2018
1838-0743,Settler Colonial Studies,Hybrid,2950,2018
1472-0825,Sex Education,Hybrid,2950,2018
1532-5318,Sexual Addiction & Compulsivity,Hybrid,2950,2018
1468-1749,Sexual and Relationship Therapy,Hybrid,2950,2018
1745-0926,Shakespeare,Hybrid,2950,2018
2056-7111,Ship Technology Research,Hybrid,2950,2018
1754-212X,Ships and Offshore Structures,Hybrid,2950,2018
1744-8735,Sikh Formations,Hybrid,2950,2018
1743-9523,Slavery & Abolition,Hybrid,2950,2018
1522-9041,Slavic & East European Information Resources,Hybrid,2950,2018
1745-8145,Slavonica,Hybrid,2950,2018
1175-0979,Small Enterprise Research,Hybrid,2950,2018
2154-1256,Small GTPases,Hybrid,2950,2018
1743-9558,Small Wars & Insurgencies,Hybrid,2950,2018
2308-0477,Smart Science,Hybrid,2950,2018
1553-0426,Smith College Studies in Social Work,Hybrid,2950,2018
1743-9590,Soccer & Society,Hybrid,2950,2018
1470-1197,Social & Cultural Geography,Hybrid,2950,2018
2156-2245,Social and Environmental Accountability Journal,Hybrid,2950,2018
1940-7874,Social Dynamics,Hybrid,2950,2018
1464-5297,Social Epistemology,Hybrid,2950,2018
1470-1200,Social History,Hybrid,2950,2018
1363-0296,Social Identities,Hybrid,2950,2018
1553-4529,Social Influence,Hybrid,2950,2018
1474-2829,Social Movement Studies,Hybrid,2950,2018
1747-0927,Social Neuroscience,Hybrid,2950,2018
1940-5952,Social Sciences in China,Hybrid,2950,2018
1470-1219,Social Semiotics,Hybrid,2950,2018
1470-1227,Social Work Education,Hybrid,2950,2018
1541-034X,Social Work in Health Care,Hybrid,2950,2018
1533-2993,Social Work in Mental Health,Hybrid,2950,2018
1937-190X,Social Work in Public Health,Hybrid,2950,2018
1540-9481,Social Work with Groups,Hybrid,2950,2018
1745-2635,Socialism and Democracy,Hybrid,2950,2018
1521-0723,Society & Natural Resources,Hybrid,2950,2018
1521-0707,Sociological Spectrum,Hybrid,2950,2018
1539-4468,Soft Materials,Hybrid,2950,2018
1549-7887,Soil and Sediment Contamination: An International Journal,Hybrid,2950,2018
1747-0765,Soil Science and Plant Nutrition,Hybrid,2950,2018
1532-2262,Solvent Extraction and Ion Exchange,Hybrid,2950,2018
1369-1651,Somatosensory & Motor Research,Hybrid,2950,2018
1548-3843,Souls,Hybrid,2950,2018
2055-1959,Sound Studies,Hybrid,2950,2018
2151-2418,South African Geographical Journal,Hybrid,2950,2018
1726-1686,South African Historical Journal,Hybrid,2950,2018
2376-3981,South African Journal of Accounting Research,Hybrid,2950,2018
2305-1159,South African Journal of African Languages,Hybrid,2950,2018
1938-0275,South African Journal of International Affairs,Hybrid,2950,2018
2073-4867,South African Journal of Philosophy,Hybrid,2950,2018
2167-034X,South African Journal of Plant and Soil,Hybrid,2950,2018
1996-2126,South African Journal on Human Rights,Hybrid,2950,2018
2072-1978,South African Review of Sociology,Hybrid,2950,2018
2163-7660,South African Theatre Journal,Hybrid,2950,2018
1479-0270,South Asia: Journal of South Asian Studies,Hybrid,2950,2018
1943-8184,South Asian Diaspora,Hybrid,2950,2018
1947-2501,South Asian History and Culture,Hybrid,2950,2018
1474-6697,South Asian Popular Culture,Hybrid,2950,2018
2573-9476,South Asian Review,Hybrid,2950,2018
2153-2699,South Asian Studies,Hybrid,2950,2018
1743-9612,South European Society and Politics,Hybrid,2950,2018
1743-9639,Southeast European and Black Sea Studies,Hybrid,2950,2018
2168-4723,Southeastern Archaeology,Hybrid,2950,2018
1727-9461,Southern African Linguistics and Applied Language Studies,Hybrid,2950,2018
1930-3203,Southern Communication Journal,Hybrid,2950,2018
2070-2639,Southern Forests: a Journal of Forest Science,Hybrid,2950,2018
1470-1235,Space and Polity,Hybrid,2950,2018
2332-0753,Spanish Journal of Finance and Accounting / Revista Espanola de Financiacion y Contabilidad,Hybrid,2950,2018
1542-7633,Spatial Cognition & Computation,Hybrid,2950,2018
1742-1780,Spatial Economic Analysis,Hybrid,2950,2018
2372-2657,Special Operations Journal,Hybrid,2950,2018
1532-2289,Spectroscopy Letters,Hybrid,2950,2018
2050-5728,"Speech, Language and Hearing",Hybrid,2950,2018
1746-0271,Sport in History,Hybrid,2950,2018
1743-0445,Sport in Society,Hybrid,2950,2018
1470-1243,"Sport, Education and Society",Hybrid,2950,2018
1751-133X,"Sport, Ethics and Philosophy",Hybrid,2950,2018
1752-6116,Sports Biomechanics,Hybrid,2950,2018
2164-0637,Sports Coaching Review,Hybrid,2950,2018
2054-4170,Stanislavski Studies,Hybrid,2950,2018
2475-4277,Statistical Theory and Related Fields,Hybrid,2950,2018
1029-4910,Statistics,Hybrid,2950,2018
1946-6315,Statistics in Biopharmaceutical Research,Hybrid,2950,2018
1532-9356,Stochastic Analysis and Applications,Hybrid,2950,2018
1532-4214,Stochastic Models,Hybrid,2950,2018
1744-2516,Stochastics,Hybrid,2950,2018
1744-5132,Strabismus,Hybrid,2950,2018
1754-0054,Strategic Analysis,Hybrid,2950,2018
2168-3778,Strategies,Hybrid,2950,2018
1607-8888,Stress,Hybrid,2950,2018
1683-0350,Structural Engineering International,Hybrid,2950,2018
1532-8007,Structural Equation Modeling: A Multidisciplinary Journal,Hybrid,2950,2018
2474-8714,Structural Heart,Hybrid,2950,2018
1744-8980,Structure and Infrastructure Engineering,Hybrid,2950,2018
1651-2308,Studia Neophilologica,Hybrid,2950,2018
1502-7791,Studia Theologica - Nordic Journal of Theology,Hybrid,2950,2018
2325-8039,Studies in Art Education,Hybrid,2950,2018
1750-3183,Studies in Australasian Cinema,Hybrid,2950,2018
2372-9996,Studies in Chinese Religions,Hybrid,2950,2018
1521-0731,Studies in Conflict & Terrorism,Hybrid,2950,2018
2047-0584,Studies in Conservation,Hybrid,2950,2018
1470-126X,Studies in Continuing Education,Hybrid,2950,2018
1750-3299,Studies in Documentary Film,Hybrid,2950,2018
2040-3518,Studies in Eastern European Cinema,Hybrid,2950,2018
2040-0594,Studies in European Cinema,Hybrid,2950,2018
1758-9517,Studies in French Cinema,Hybrid,2950,2018
1940-9206,Studies in Gender and Sexuality,Hybrid,2950,2018
1470-174X,Studies in Higher Education,Hybrid,2950,2018
1918-7033,Studies in Political Economy,Hybrid,2950,2018
1750-3140,Studies in Russian and Soviet Cinema,Hybrid,2950,2018
1940-8412,Studies in Science Education,Hybrid,2950,2018
1478-9833,Studies in the Education of Adults,Hybrid,2950,2018
1943-2186,Studies in the History of Gardens & Designed Landscapes,Hybrid,2950,2018
2040-0616,Studies in Theatre and Performance,Hybrid,2950,2018
1755-7550,Studies in Travel Writing,Hybrid,2950,2018
0972-639X,Studies of Tribes and Tribals,Hybrid,2950,2018
0973-5070,Studies on Ethno-Medicine,Hybrid,2950,2018
0973-7189,Studies on Home and Community Science,Hybrid,2950,2018
1744-5140,Studies on Neotropical Fauna and Environment,Hybrid,2950,2018
1742-5972,Studying Teacher Education,Hybrid,2950,2018
1547-0164,Substance Abuse,Hybrid,2950,2018
1532-2491,Substance Use & Misuse,Hybrid,2950,2018
1624-6039,Supply Chain Forum: An International Journal,Hybrid,2950,2018
1029-0478,Supramolecular Chemistry,Hybrid,2950,2018
1743-2944,Surface Engineering,Hybrid,2950,2018
1752-2706,Survey Review,Hybrid,2950,2018
2378-9697,Sustainable and Resilient Infrastructure,Hybrid,2950,2018
1400-0121,Svensk ONH-Tidskrift,Hybrid,2950,2018
1502-7805,Symbolae Osloenses,Hybrid,2950,2018
1931-0676,Symposium: A Quarterly Journal in Modern Literatures,Hybrid,2950,2018
1931-7344,Synchrotron Radiation News,Hybrid,2950,2018
1532-2432,Synthetic Communications,Hybrid,2950,2018
1478-0933,Systematics and Biodiversity,Hybrid,2950,2018
1939-6376,Systems Biology in Reproductive Medicine,Hybrid,2950,2018
1759-7633,Tang Studies,Hybrid,2950,2018
1747-5120,Teacher Development,Hybrid,2950,2018
1470-1278,Teachers and Teaching,Hybrid,2950,2018
1532-8015,Teaching and Learning in Medicine,Hybrid,2950,2018
1541-180X,Teaching Artist Journal,Hybrid,2950,2018
1470-1286,Teaching Education,Hybrid,2950,2018
1470-1294,Teaching in Higher Education,Hybrid,2950,2018
1542-7625,Technical Communication Quarterly,Hybrid,2950,2018
1555-3337,Technical Services Quarterly,Hybrid,2950,2018
2029-4921,Technological and Economic Development of Economy,Hybrid,2950,2018
1465-3990,Technology Analysis & Strategic Management,Hybrid,2950,2018
1747-5139,"Technology, Pedagogy and Education",Hybrid,2950,2018
2475-143X,Technology|Architecture + Design,Hybrid,2950,2018
1537-2723,Technometrics,Hybrid,2950,2018
2040-4786,Tel Aviv,Hybrid,2950,2018
2332-8959,Temperature,Hybrid,2950,2018
2040-8706,Terrae Incognitae,Hybrid,2950,2018
2162-268X,"Territory, Politics, Governance",Hybrid,2950,2018
1556-1836,Terrorism and Political Violence,Hybrid,2950,2018
1573-1936,Tertiary Education and Management,Hybrid,2950,2018
1479-5760,Text and Performance Quarterly,Hybrid,2950,2018
1751-8350,TEXTILE,Hybrid,2950,2018
1743-2952,Textile History,Hybrid,2950,2018
1470-1308,Textual Practice,Hybrid,2950,2018
2325-548X,The AAG Review of Books,Hybrid,2950,2018
1473-0790,The Aging Male,Hybrid,2950,2018
1536-0075,The American Journal of Bioethics,Hybrid,2950,2018
1097-9891,The American Journal of Drug and Alcohol Abuse,Hybrid,2950,2018
1521-0383,The American Journal of Family Therapy,Hybrid,2950,2018
1930-0972,The American Mathematical Monthly,Hybrid,2950,2018
1537-2731,The American Statistician,Hybrid,2950,2018
0972-0073,The Anthropologist,Hybrid,2950,2018
1740-9314,The Asia Pacific Journal of Anthropology,Hybrid,2950,2018
2162-5387,The Black Scholar,Hybrid,2950,2018
1743-2774,The Cartographic Journal,Hybrid,2950,2018
1558-0954,The Chinese Economy,Hybrid,2950,2018
2048-7827,The Chinese Historical Review,Hybrid,2950,2018
1939-912X,"The Clearing House: A Journal of Educational Strategies, Issues and Ideas",Hybrid,2950,2018
1744-4144,The Clinical Neuropsychologist,Hybrid,2950,2018
1545-231X,The Clinical Supervisor,Hybrid,2950,2018
1931-1346,The College Mathematics Journal,Hybrid,2950,2018
1547-7487,The Communication Review,Hybrid,2950,2018
2056-3450,The Court Historian,Hybrid,2950,2018
1469-3704,The Curriculum Journal,Hybrid,2950,2018
1756-3062,The Design Journal,Hybrid,2950,2018
1547-2701,The Engineering Economist,Hybrid,2950,2018
1473-0782,The European Journal of Contraception & Reproductive Health Care,Hybrid,2950,2018
1466-4364,The European Journal of Finance,Hybrid,2950,2018
1469-5936,The European Journal of the History of Economic Thought,Hybrid,2950,2018
1470-1316,The European Legacy,Hybrid,2950,2018
1939-926X,The Explicator,Hybrid,2950,2018
1752-6884,The Geography Teacher,Hybrid,2950,2018
1930-6962,"The Germanic Review: Literature, Culture, Theory",Hybrid,2950,2018
1756-7513,The Historic Environment: Policy & Practice,Hybrid,2950,2018
1873-5398,The History of the Family,Hybrid,2950,2018
1743-131X,The Imaging Science Journal,Hybrid,2950,2018
1087-6537,The Information Society,Hybrid,2950,2018
1949-6540,The International History Review,Hybrid,2950,2018
1532-7582,The International Journal for the Psychology of Religion,Hybrid,2950,2018
2472-1832,The International Journal of Aerospace Psychology,Hybrid,2950,2018
1466-4399,The International Journal of Human Resource Management,Hybrid,2950,2018
1744-053X,The International Journal of Human Rights,Hybrid,2950,2018
2380-100X,"The International Journal of Intelligence, Security, and Public Affairs",Hybrid,2950,2018
1743-9035,The International Journal of the History of Sport,Hybrid,2950,2018
1466-4402,"The International Review of Retail, Distribution and Consumer Research",Hybrid,2950,2018
1751-9721,The International Spectator,Hybrid,2950,2018
1521-0545,The International Trade Journal,Hybrid,2950,2018
1757-0417,The Interpreter and Translator Trainer,Hybrid,2950,2018
1748-619X,The Italianist,Hybrid,2950,2018
2329-1958,The Japanese Political Economy,Hybrid,2950,2018
1549-6295,The Journal for Specialists in Group Work,Hybrid,2950,2018
1545-5823,The Journal of Adhesion,Hybrid,2950,2018
1750-8622,The Journal of Agricultural Education and Extension,Hybrid,2950,2018
1466-4410,The Journal of Architecture,Hybrid,2950,2018
1930-7799,"The Journal of Arts Management, Law, and Society",Hybrid,2950,2018
1948-4801,The Journal of Continuing Higher Education,Hybrid,2950,2018
1743-9140,The Journal of Development Studies,Hybrid,2950,2018
2152-4068,The Journal of Economic Education,Hybrid,2950,2018
1940-0675,The Journal of Educational Research,Hybrid,2950,2018
1940-1892,The Journal of Environmental Education,Hybrid,2950,2018
1940-0683,The Journal of Experimental Education,Hybrid,2950,2018
1478-9957,The Journal of Forensic Psychiatry & Psychology,Hybrid,2950,2018
1940-0888,The Journal of General Psychology,Hybrid,2950,2018
1940-0896,The Journal of Genetic Psychology,Hybrid,2950,2018
1538-4640,The Journal of Higher Education,Hybrid,2950,2018
2380-4084,The Journal of Horticultural Science and Biotechnology,Hybrid,2950,2018
2152-2790,The Journal of Hospitality Financial Management,Hybrid,2950,2018
1743-9329,The Journal of Imperial and Commonwealth History,Hybrid,2950,2018
2158-3471,The Journal of International Communication,Hybrid,2950,2018
1469-9559,The Journal of International Trade & Economic Development,Hybrid,2950,2018
1556-1828,The Journal of Island and Coastal Archaeology,Hybrid,2950,2018
1744-0564,The Journal of Legal History,Hybrid,2950,2018
2305-9931,The Journal of Legal Pluralism and Unofficial Law,Hybrid,2950,2018
1743-9337,The Journal of Legislative Studies,Hybrid,2950,2018
1476-4954,The Journal of Maternal-Fetal & Neonatal Medicine,Hybrid,2950,2018
1545-5874,The Journal of Mathematical Sociology,Hybrid,2950,2018
1749-6780,The Journal of Modern Craft,Hybrid,2950,2018
1743-9345,The Journal of North African Studies,Hybrid,2950,2018
1469-9605,The Journal of Pacific History,Hybrid,2950,2018
1743-9361,The Journal of Peasant Studies,Hybrid,2950,2018
1743-9779,The Journal of Positive Psychology,Hybrid,2950,2018
1940-1019,The Journal of Psychology,Hybrid,2950,2018
1559-8519,The Journal of Sex Research,Hybrid,2950,2018
1556-3006,The Journal of Slavic Military Studies,Hybrid,2950,2018
1940-1183,The Journal of Social Psychology,Hybrid,2950,2018
2045-7723,The Journal of Spinal Cord Medicine,Hybrid,2950,2018
2152-0852,The Journal of the Middle East and Africa,Hybrid,2950,2018
1754-2340,The Journal of The Textile Institute,Hybrid,2950,2018
2042-1362,The Keats-Shelley Review,Hybrid,2950,2018
1753-2167,The Language Learning Journal,Hybrid,2950,2018
1943-0353,The Law Teacher,Hybrid,2950,2018
2050-8549,The Linacre Quarterly,Hybrid,2950,2018
1749-6322,The London Journal,Hybrid,2950,2018
2049-680X,The Mariner's Mirror,Hybrid,2950,2018
2375-8627,The Neurodiagnostic Journal,Hybrid,2950,2018
2050-2885,The New Bioethics,Hybrid,2950,2018
1549-9243,The New Educator,Hybrid,2950,2018
1746-1766,The Nonproliferation Review,Hybrid,2950,2018
1470-1332,The Pacific Review,Hybrid,2950,2018
2326-3660,The Physician and Sportsmedicine,Hybrid,2950,2018
2154-8978,The Polar Journal,Hybrid,2950,2018
1467-9272,The Professional Geographer,Hybrid,2950,2018
2167-4086,The Psychoanalytic Quarterly,Hybrid,2950,2018
2474-3356,The Psychoanalytic Study of the Child,Hybrid,2950,2018
1541-1117,The Reference Librarian,Hybrid,2950,2018
1931-7743,The Review of Faith & International Affairs,Hybrid,2950,2018
1474-029X,The Round Table,Hybrid,2950,2018
1744-0378,The RUSI Journal,Hybrid,2950,2018
1600-0803,The Scandinavian Psychoanalytic Review,Hybrid,2950,2018
1745-8935,The Senses and Society,Hybrid,2950,2018
1541-1095,The Serials Librarian,Hybrid,2950,2018
1743-9507,The Service Industries Journal,Hybrid,2950,2018
2050-4616,The Seventeenth Century,Hybrid,2950,2018
1754-1336,The Sixties,Hybrid,2950,2018
2152-405X,The Social Studies,Hybrid,2950,2018
1533-8525,The Sociological Quarterly,Hybrid,2950,2018
1938-8101,The Teacher Educator,Hybrid,2950,2018
2050-8859,The Theory and Practice of Legislation,Hybrid,2950,2018
1757-0409,The Translator,Hybrid,2950,2018
1530-9177,The Washington Quarterly,Hybrid,2950,2018
1814-1412,The World Journal of Biological Psychiatry,Hybrid,2950,2018
2332-2578,Theatre and Performance Design,Hybrid,2950,2018
1944-3919,"Theatre, Dance and Performance Training",Hybrid,2950,2018
1745-5170,Theology & Sexuality,Hybrid,2950,2018
1474-6719,Theology and Science,Hybrid,2950,2018
1464-536X,Theoretical Issues in Ergonomics Science,Hybrid,2950,2018
2163-1654,Theory & Research in Social Education,Hybrid,2950,2018
1543-0421,Theory Into Practice,Hybrid,2950,2018
1464-0708,Thinking & Reasoning,Hybrid,2950,2018
1475-5297,Third Text,Hybrid,2950,2018
1360-2241,Third World Quarterly,Hybrid,2950,2018
2379-9978,Third World Thematics: A TWQ Journal,Hybrid,2950,2018
1751-6978,Time and Mind,Hybrid,2950,2018
2168-8370,Tissue Barriers,Hybrid,2950,2018
1945-5119,Topics in Stroke Rehabilitation,Hybrid,2950,2018
1478-3371,Total Quality Management & Business Excellence,Hybrid,2950,2018
1470-1340,Tourism Geographies,Hybrid,2950,2018
2156-8324,Tourism Planning & Development,Hybrid,2950,2018
2320-0308,Tourism Recreation Research,Hybrid,2950,2018
1029-0486,Toxicological & Environmental Chemistry,Hybrid,2950,2018
1537-6524,Toxicology Mechanisms and Methods,Hybrid,2950,2018
1556-9551,Toxin Reviews,Hybrid,2950,2018
1538-957X,Traffic Injury Prevention,Hybrid,2950,2018
2329-5244,Transactional Analysis Journal,Hybrid,2950,2018
1548-8659,Transactions of the American Fisheries Society,Hybrid,2950,2018
1745-9192,Transactions of the IMF,Hybrid,2950,2018
2154-0098,Transactions of the Royal Society of South Africa,Hybrid,2950,2018
2204-0293,Transactions of the Royal Society of South Australia,Hybrid,2950,2018
2154-1272,Transcription,Hybrid,2950,2018
2169-0731,Translation,Hybrid,2950,2018
2164-0564,Translation Review,Hybrid,2950,2018
1751-2921,Translation Studies,Hybrid,2950,2018
2040-3534,Transnational Cinemas,Hybrid,2950,2018
1925-2099,Transnational Corporations Review,Hybrid,2950,2018
2041-4013,Transnational Legal Theory,Hybrid,2950,2018
2196-145X,Transnational Social Review,Hybrid,2950,2018
1648-3480,Transport,Hybrid,2950,2018
1464-5327,Transport Reviews,Hybrid,2950,2018
1942-7875,Transportation Letters,Hybrid,2950,2018
1029-0354,Transportation Planning and Technology,Hybrid,2950,2018
2324-9943,Transportmetrica A: Transport Science,Hybrid,2950,2018
2168-0582,Transportmetrica B: Transport Dynamics,Hybrid,2950,2018
1751-584X,"Tribology - Materials, Surfaces & Interfaces",Hybrid,2950,2018
1547-397X,Tribology Transactions,Hybrid,2950,2018
1970-9528,Tropical Zoology,Hybrid,2950,2018
1743-9663,Turkish Studies,Hybrid,2950,2018
1521-0758,Ultrastructural Pathology,Hybrid,2950,2018
1938-2847,Urban Geography,Hybrid,2950,2018
1476-7244,Urban Policy and Research,Hybrid,2950,2018
1753-5077,Urban Research & Practice,Hybrid,2950,2018
1744-9006,Urban Water Journal,Hybrid,2950,2018
1744-5159,Vehicle System Dynamics,Hybrid,2950,2018
1464-5343,Venture Capital,Hybrid,2950,2018
1749-6292,Vernacular Architecture,Hybrid,2950,2018
2045-0648,Veterinary Nursing Journal,Hybrid,2950,2018
1556-4991,Victims & Offenders,Hybrid,2950,2018
